WALIS U-Series ID,Is this datapoint public?,Material type,Details on dated material,Were U-Series data recalculated?,Type of spectrometry,Are RSL estimates available for this record?,Reference(s),IGSN,Sample ID,Analysis ID,Reported ID,Date of analysis,Accepted?,Reason for rejection,Accepted in other study?,Reason for rejection in other studies,Other study ID,Screening,Location,Site,Additional site information,Latitude (decimal degrees),Longitude (decimal degrees),Reported Latitude,Reported Longitude,Are Lat/Long estimated?,Comments on geographic coordinates,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Elevation comments,Reported in situ?,Type of deposit,Distance from base of deposit (m),Sampled material,Additional sample context,paleo RSL (m),paleo RSL uncertainty (m),Pa/Th age?,14C age?,Instrument,Decay constants,Comments on decay constants,Calibration method for 230Th/238U ratio,Calibration method for 234U/238U ratio,Comments on spike calibration,How was speleothem mineralogy determined?,Speleothem mineralogy,Other screening techniques applied,Published % calcite,Interpreted % calcite,[230Th/232Th]ACT backcalculated?,[232Th/238U]ACT backcalculated?,[230Th/238U]ACT backcalculated?,[234Th/238U]ACT backcalculated?,[232Th] (ppb),[232Th] (ppb) uncertainty (±2σ),[238U] (ppm),[238U] (ppm) uncertainty (±2σ),Atomic ratio (232Th/238U)*10^5,Initial 230Th/232Th,[230Th/232Th]ACT,[230Th/232Th]ACT uncertainty (±2σ),[232Th/238U]ACT,[232Th/238U]ACT uncertainty (±2σ),[230Th/234U]ACT,[230Th/234U]ACT uncertainty (±2σ),[230Th/238U]ACT,[230Th/238U]ACT uncertainty (±2σ),[234U/238U]ACT,[234U/238U]ACT uncertainty (±2σ),Reported age (ka),"Reported ageuncertainty (ka, ±2σ)",Corrected reported age (ka),"Corrected reported age uncert. (ka, ±2σ)",Reported delta 234U initial (‰),Reported delta 234U (‰) uncertainty (±2σ),Initial 234U/238U,Initial 234U/238U uncertainty (±2σ),Measured 234U/238U,Measured 234U/238U uncertainty (±2σ),Measured delta234U,Measured delta234U uncertainty (±2σ),Comments on age determination,Reference material name for 230Th/238U,Reference material name for 234U/238U,Correction factor for 230Th/238U,Correction factor for 230Th/238U uncertainty (±2σ),Correction factor for 234U/238U,Correction factor for 234U/238U uncertainty (±2σ),Comments,Recalculated [230Th/238U]ACT,Recalculated [230Th/238U]ACT uncertainty (±2σ),Recalculated [234U/238U]ACT,Recalculated [234U/238U]ACT uncertainty (±2σ),Recalculated Conventional Age (ka),Recalculated Conventional Age uncert. (±2σ),Recalculated delta 234Ui (‰),Recalculated delta 234Ui uncertainty (±2σ),Recalculated Conventional Age uncert. w/ decay constant uncertainties (±2σ),Recalculated delta 234Ui uncert. (±2σ) w/ decay constant uncertainties,Comments (age and delta234i),Record created by,Record updated by,Last Update
679,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-002,MO13-002-002,Y01-10-2(S)-125,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.2395,-87.4773,20.250000,-87.283333,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-11,0.1,-11,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,1.2,0.01,0.275,0.001,,3.5 ±1.3,438,3,,,,,0.6253,0.0022,0.9945,0.0017,108.3,0.7,107.7,0.9,,,0.9925,0.0023,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
680,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-002,MO13-002-003,Y01-10-2(S)-130,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.2395,-87.4773,20.250000,-87.283333,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-11,0.1,-11,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,1.1,0.01,0.684,0.002,,3.5 ±1.3,1154,8,,,,,0.5816,0.0022,1.1452,0.0021,75.9,0.5,75.8,0.5,,,1.1802,0.0025,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
681,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-002,MO13-002-004,Y01-10-2(S)-top,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.2395,-87.4773,20.250000,-87.283333,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-11,0.1,-11,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,4.1,0.01,0.633,0.002,,3.5 ±1.3,228,1,,,,,0.4826,0.0019,1.0017,0.0018,71.7,0.4,70.9,0.7,,,1.0021,0.0022,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
682,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-003,MO13-003-001,Y01-13-1(S)-base,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.2390,-87.4532,20.250000,-87.250000,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,1.6,0.1,1.6,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,3.3,0.01,0.639,0.002,,3.5 ±1.3,375,2,,,,,0.635,0.0022,0.9876,0.0019,112.8,0.8,112.1,1,,,0.9829,0.0027,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
683,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-003,MO13-003-002,Y01-13-1(S)-46,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.2390,-87.4532,20.250000,-87.250000,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,1.6,0.1,1.6,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,3.4,0.02,0.371,0.002,,3.5 ±1.3,209,2,,,,,0.6175,0.0026,0.9845,0.002,108.1,0.9,106.9,1.3,,,0.9788,0.0028,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
684,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-003,MO13-003-003,Y01-13-1(S)-52,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.2390,-87.4532,20.250000,-87.250000,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,1.6,0.1,1.6,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,114.9,3.3,1.836,0.007,,3.5 ±1.3,22,1,,,,,0.4562,0.0094,0.9639,0.0016,70.3,2.1,61.8,7.1,,,0.9537,0.004,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
685,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-004,MO13-004-001,Y01-13-3(S)-base,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.2390,-87.4532,20.250000,-87.250000,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,0.6,0.1,0.6,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,2.9,0.02,1.287,0.005,,3.5 ±1.3,878,6,,,,,0.6467,0.0022,1.0618,0.002,101.2,0.6,100.9,0.7,,,1.0824,0.0026,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
686,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-004,MO13-004-002,Y01-13-3(S)-top,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.2390,-87.4532,20.250000,-87.250000,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,0.6,0.1,0.6,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,0.8,0.01,1.367,0.004,,3.5 ±1.3,3125,31,,,,,0.5892,0.0018,0.9985,0.0016,91.3,0.6,97.3,0.6,,,0.9981,0.0021,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
687,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-005,MO13-005-001,Y01-22-1a(F)-base,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.1987,-87.4877,20.150000,-87.316667,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-9.9,0.1,-9.9,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,31.2,0.2,0.521,0.003,,3.5 ±1.3,36,0.3,,,,,0.7007,0.0034,1.0646,0.0024,115.3,1.1,108.2,4.9,,,1.0942,0.0065,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
688,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-005,MO13-005-002,Y01-22-1a(F)-top,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.1987,-87.4877,20.150000,-87.316667,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-9.9,0.1,-9.9,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,3.5,0.02,1.334,0.007,,3.5 ±1.3,695,5,,,,,0.6016,0.0022,1.0786,0.0018,87.9,0.5,87.6,0.6,,,1.101,0.0023,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
689,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-006,MO13-006-001,Y01-22-1(F)-base,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.1987,-87.4877,20.150000,-87.316667,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-9.9,0.1,-9.9,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,6.1,0.04,0.826,0.003,,3.5 ±1.3,263,2,,,,,0.6332,0.0032,1.0719,0.0018,96.2,0.8,95.3,1,,,1.0949,0.0024,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
690,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-006,MO13-006-002,Y01-22-1(F)-Middle 1,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.1987,-87.4877,20.150000,-87.316667,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-9.9,0.1,-9.9,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,2.5,0.03,1.113,0.012,,3.5 ±1.3,701,11,,,,,0.5111,0.0019,1.0578,0.0018,71.5,0.4,71.2,0.5,,,1.0709,0.0022,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
691,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-006,MO13-006-003,Y01-22-1(F)-Middle 2,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.1987,-87.4877,20.150000,-87.316667,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-9.9,0.1,-9.9,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,2.5,0.03,1.113,0.012,,3.5 ±1.3,702,10,,,,,0.5109,0.002,1.0575,0.0018,71.5,0.4,71.2,0.5,,,1.0705,0.0022,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
692,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-006,MO13-006-004,Y01-22-1(F)-top,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.1987,-87.4877,20.150000,-87.316667,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-9.9,0.1,-9.9,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,3.2,0.02,0.542,0.002,,3.5 ±1.3,256,2,,,,,0.4976,0.0015,1.0504,0.0017,69.6,0.3,68.9,0.6,,,1.0617,0.0021,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
693,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-007,MO13-007-001,Y01-22-3(S) base,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.1987,-87.4877,20.150000,-87.316667,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-15,0.1,-15,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,1.7,0.01,2.188,0.007,,3.5 ±1.3,1954,10,,,,,0.508,0.0017,1.0118,0.0016,76,0.4,75.9,0.4,,,1.0146,0.002,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
694,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-007,MO13-007-002,Y01-22-3(S) top,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.1987,-87.4877,20.150000,-87.316667,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-15,0.1,-15,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,1,0.003,1.11,0.003,,3.5 ±1.3,1757,9,,,,,0.5,0.0017,1.0237,0.0016,72.9,0.4,72.8,0.4,,,1.0291,0.002,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
695,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-008,MO13-008-001,Y01-23-2(S)-B ,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.2897,-87.4227,20.366667,-87.183333,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-4.9,0.1,-4.9,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,0.3,0.003,0.245,0.001,,3.5 ±1.3,1848,24,,,,,0.6323,0.0046,0.971,0.0022,115.9,1.6,115.7,1.6,,,0.9598,0.0031,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
696,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-008,MO13-008-002,Y01-23-2(S)-C ,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.2897,-87.4227,20.366667,-87.183333,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-4.9,0.1,-4.9,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,0.3,0.003,0.297,0.002,,3.5 ±1.3,2221,31,,,,,0.6339,0.0038,0.9654,0.0021,117.8,1.4,117.7,1.4,,,0.9517,0.0029,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
697,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-008,MO13-008-003,Y01-23-2(S)-D ,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.2897,-87.4227,20.366667,-87.183333,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-4.9,0.1,-4.9,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,0.3,0.003,0.211,0.001,,3.5 ±1.3,1470,20,,,,,0.6307,0.0046,0.9656,0.0024,116.7,1.6,116.5,1.7,,,0.9522,0.0034,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
698,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-008,MO13-008-004,Y01-23-2(S)-S20 ,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.2897,-87.4227,20.366667,-87.183333,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-4.9,0.1,-4.9,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,1.2,0.01,0.264,0.001,,3.5 ±1.3,8,3,,,,,0.6335,0.0029,0.9682,0.0022,117,1.1,113.3,1.2,,,0.9556,0.0032,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
699,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-008,MO13-008-005,Y01-23-2(S)-S35 ,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.2897,-87.4227,20.366667,-87.183333,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-4.9,0.1,-4.9,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,0.3,0.002,0.285,0.001,,3.5 ±1.3,1654,14,,,,,0.6314,0.0026,0.9665,0.0027,116.7,1.1,116.5,1.1,,,0.9534,0.0039,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
700,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-008,MO13-008-006,Y01-23-2(S)-ST2 ,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.2897,-87.4227,20.366667,-87.183333,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-4.9,0.1,-4.9,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,0.7,0.01,0.187,0.001,,3.5 ±1.3,499,4,,,,,0.6245,0.0024,0.9691,0.002,113.8,0.9,113.3,1,,,0.9572,0.0028,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
701,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-009,MO13-009-001,Y01-23-2(F)-FB ,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.2897,-87.4227,20.366667,-87.183333,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-4.9,0.1,-4.9,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,2.2,0.01,0.277,0.001,,3.5 ±1.3,251,2,,,,,0.6437,0.0025,0.9848,0.0017,116.2,0.9,115.2,1.2,,,0.9788,0.0024,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
702,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-009,MO13-009-002,Y01-23-2(F)-FB 2,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.2897,-87.4227,20.366667,-87.183333,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-4.9,0.1,-4.9,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,0.1,0.01,0.285,0.001,,3.5 ±1.3,6190,400,,,,,0.6347,0.0026,0.9886,0.0018,112.5,0.9,112.4,0.9,,,0.9843,0.0025,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
703,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-009,MO13-009-003,Y01-23-2(F)-FB 3,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.2897,-87.4227,20.366667,-87.183333,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-4.9,0.1,-4.9,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,2.3,0.01,0.299,0.002,,3.5 ±1.3,257,2,,,,,0.6424,0.0029,0.9841,0.0021,115.9,1.1,115,1.3,,,0.9778,0.003,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
704,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-009,MO13-009-004,Y01-23-2(F)-14 ,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.2897,-87.4227,20.366667,-87.183333,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-4.9,0.1,-4.9,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,2.2,0.02,0.303,0.001,,3.5 ±1.3,269,2,,,,,0.6397,0.0026,0.9842,0.0017,115.1,0.9,114.1,1.2,,,0.9779,0.0024,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
705,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-009,MO13-009-005,Y01-23-2(F)-18 ,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.2897,-87.4227,20.366667,-87.183333,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-4.9,0.1,-4.9,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,2.6,0.01,0.378,0.002,,3.5 ±1.3,283,2,,,,,0.6264,0.0029,0.9829,0.0024,111.2,1,110.3,1.2,,,0.9764,0.0033,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
706,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-009,MO13-009-006,Y01-23-2(F)-30 ,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.2897,-87.4227,20.366667,-87.183333,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-4.9,0.1,-4.9,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,0.2,0.01,0.501,0.002,,3.5 ±1.3,4580,180,,,,,0.6106,0.0024,0.986,0.0017,105.8,0.8,105.7,0.8,,,0.9811,0.0023,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
707,1,Speleothem,vadose speleothems ,No,Mass spectrometer ,No,"Moseley et al., 2013
 Dumitru et al., 2021",,MO13-009,MO13-009-007,Y01-23-2(F)-31 ,,Yes,,,,n/a,,Yucatan Peninsula ,,,20.2897,-87.4227,20.366667,-87.183333,No,"Sample coordinates derived from map in the publication, reported coordinates from the main table in the MS are located offshore",Not reported,Barometric altimeter,-4.9,0.1,-4.9,0.1,A density variation correction of max. 2% is  applicable ,,,,,,,,No,No,MC-ICP-MS ,D2,"238U decay from Jaffey et al., 1971",,,,,,,,,,,,,ND ,ND ,0.405,0.001,,3.5 ±1.3,,,,,,,0.6077,0.0022,0.9897,0.0019,104.2,0.7,ND,ND,,,0.9861,0.0026,,,,,the datum is 1950 AD ,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
