WALIS U-Series ID,Is this datapoint public?,Material type,Details on dated material,Were U-Series data recalculated?,Type of spectrometry,Are RSL estimates available for this record?,Reference(s),IGSN,Sample ID,Analysis ID,Reported ID,Date of analysis,Accepted?,Reason for rejection,Accepted in other study?,Reason for rejection in other studies,Other study ID,Screening,Location,Site,Additional site information,Latitude (decimal degrees),Longitude (decimal degrees),Reported Latitude,Reported Longitude,Are Lat/Long estimated?,Comments on geographic coordinates,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Elevation comments,Reported in situ?,Type of deposit,Distance from base of deposit (m),Sampled material,Additional sample context,paleo RSL (m),paleo RSL uncertainty (m),Pa/Th age?,14C age?,Instrument,Decay constants,Comments on decay constants,Calibration method for 230Th/238U ratio,Calibration method for 234U/238U ratio,Comments on spike calibration,How was speleothem mineralogy determined?,Speleothem mineralogy,Other screening techniques applied,Published % calcite,Interpreted % calcite,[230Th/232Th]ACT backcalculated?,[232Th/238U]ACT backcalculated?,[230Th/238U]ACT backcalculated?,[234Th/238U]ACT backcalculated?,[232Th] (ppb),[232Th] (ppb) uncertainty (±2σ),[238U] (ppm),[238U] (ppm) uncertainty (±2σ),Atomic ratio (232Th/238U)*10^5,Initial 230Th/232Th,[230Th/232Th]ACT,[230Th/232Th]ACT uncertainty (±2σ),[232Th/238U]ACT,[232Th/238U]ACT uncertainty (±2σ),[230Th/234U]ACT,[230Th/234U]ACT uncertainty (±2σ),[230Th/238U]ACT,[230Th/238U]ACT uncertainty (±2σ),[234U/238U]ACT,[234U/238U]ACT uncertainty (±2σ),Reported age (ka),"Reported ageuncertainty (ka, ±2σ)",Corrected reported age (ka),"Corrected reported age uncert. (ka, ±2σ)",Reported delta 234U initial (‰),Reported delta 234U (‰) uncertainty (±2σ),Initial 234U/238U,Initial 234U/238U uncertainty (±2σ),Measured 234U/238U,Measured 234U/238U uncertainty (±2σ),Measured delta234U,Measured delta234U uncertainty (±2σ),Comments on age determination,Reference material name for 230Th/238U,Reference material name for 234U/238U,Correction factor for 230Th/238U,Correction factor for 230Th/238U uncertainty (±2σ),Correction factor for 234U/238U,Correction factor for 234U/238U uncertainty (±2σ),Comments,Recalculated [230Th/238U]ACT,Recalculated [230Th/238U]ACT uncertainty (±2σ),Recalculated [234U/238U]ACT,Recalculated [234U/238U]ACT uncertainty (±2σ),Recalculated Conventional Age (ka),Recalculated Conventional Age uncert. (±2σ),Recalculated delta 234Ui (‰),Recalculated delta 234Ui uncertainty (±2σ),Recalculated Conventional Age uncert. w/ decay constant uncertainties (±2σ),Recalculated delta 234Ui uncert. (±2σ) w/ decay constant uncertainties,Comments (age and delta234i),Record created by,Record updated by,Last Update
3269,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-002,001,10023,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-8.5,0.5,-8.5,0.5,,in situ,stalagmite,0.3155,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.03069,0.00017,0.156083,0.000013,,3.5,1222,18,,,,,0.0782,0.0011,,,8.60,0.13,8.58,0.13,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 12:48:16
3298,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-007,001,9700,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-5.0,0.5,-5.0,0.5,,in situ,stalagmite,0.084,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.01035,0.00030,0.266916,0.000027,,3.5,60178,1790,,,,,0.7601,0.0051,,,166.5,3.2,166.5,3.2,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 14:06:48
3290,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-006,001,9711,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-10.8,0.5,-10.8,0.5,,in situ,stalagmite,0.094,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.05725,0.00038,1.410960,0.000079,,3.5,44904,346,,,,,0.5924,0.0023,,,90.88,0.57,90.88,0.57,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 13:53:41
3300,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-008,001,9742,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-10.0,0.5,-10.0,0.5,,in situ,stalagmite,0.0775,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.18015,0.00059,0.342794,0.000036,,3.5,2704,14,,,,,0.4642,0.0019,,,63.92,0.44,63.85,0.44,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 14:12:20
3312,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-014,001,9738,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-11.5,0.5,-11.5,0.5,,in situ,stalagmite,0.041,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.04437,0.00014,0.209889,0.000015,,3.5,9244,41,,,,,0.6368,0.0020,,,112.72,0.85,112.70,0.85,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 14:34:12
3302,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-009,001,9702,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-28.7,0.5,-28.7,0.5,,in situ,stalagmite,0.018,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,2.7345,0.0071,1.96010,0.00014,,3.5,1584.3,6.3,,,,,0.7200,0.0021,,,136.00,0.82,135.83,0.82,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 14:15:40
3303,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-010,001,9703,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-19.8,0.5,-19.8,0.5,,in situ,flowstone,0.017,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,6.516,0.012,0.334142,0.000021,,3.5,21.76,0.11,,,,,0.13807,0.00062,,,15.983,0.087,13.54,0.92,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 14:17:51
3285,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-005,001,10540,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-17.7,0.5,-17.7,0.5,,in situ,stalagmite,0.149,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.16403,0.00033,0.972675,0.000069,,3.5,1571.5,6.5,,,,,0.08625,0.00031,,,9.575,0.038,9.554,0.038,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 13:44:43
3305,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-011,001,9705,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-5.0,0.5,-5.0,0.5,,in situ,stalagmite,0.015,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.9507,0.0023,0.170415,0.000020,,3.5,313.8,1.7,,,,,0.5704,0.0027,,,108.5,1.4,107.7,1.4,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 14:22:01
3282,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-004,001,9747,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-17.0,0.5,-17.0,0.5,,in situ,stalagmite,0.102,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.023334,0.000091,0.559277,0.000029,,3.5,49552,241,,,,,0.6742,0.0019,,,141.56,0.95,141.55,0.94,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 13:38:39
3310,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-013,001,9740,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-13.5,0.5,-13.5,0.5,,in situ,stalagmite,0.0555,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.24241,0.00087,0.409568,0.000033,,3.5,2393,12,,,,,0.4612,0.0017,,,68.37,0.41,68.30,0.41,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 14:31:18
3280,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-003,001,10537,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-8.5,0.5,-8.5,0.5,,in situ,stalagmite,0.059,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,1.9923,0.0026,0.474859,0.000028,,3.5,449.0,1.3,,,,,0.6147,0.0015,,,92.06,0.43,91.57,0.46,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 13:34:28
3266,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-001,001,10020,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-8.5,0.5,-8.5,0.5,,in situ,stalagmite,0.313,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.27975,0.00049,0.250459,0.000014,,3.5,208.1,1.2,,,,,0.07576,0.00043,,,9.054,0.062,8.906,0.083,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 12:33:25
3307,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-012,001,9707,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,0.0,0.5,0.0,0.5,,in situ,stalagmite,0.028,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,8.326,0.021,0.328936,0.000031,,3.5,116.73,0.47,,,,,0.9625,0.0031,,,418,30,415,30,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 14:25:44
3291,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-006,002,9744,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-10.8,0.5,-10.8,0.5,,in situ,stalagmite,0.0565,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.012636,0.000059,1.953701,0.000090,,3.5,293737,1478,,,,,0.6186,0.0012,,,95.73,0.29,95.73,0.30,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 13:55:20
3286,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-005,002,9548,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-17.7,0.5,-17.7,0.5,,in situ,stalagmite,0.1445,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.06069,0.00020,0.745228,0.000044,,3.5,3310,21,,,,,0.08761,0.00047,,,9.725,0.056,9.715,0.056,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 13:46:30
3283,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-004,002,9748,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-17.0,0.5,-17.0,0.5,,in situ,stalagmite,0.063,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,1.2663,0.0032,0.363730,0.000027,,3.5,621.8,2.6,,,,,0.7060,0.0023,,,154.3,1.2,153.9,1.3,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 13:40:36
3281,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-003,002,10536,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-8.5,0.5,-8.5,0.5,,in situ,stalagmite,0.003,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.48354,0.00084,0.852504,0.000042,,3.5,3295.8,8.8,,,,,0.6113,0.0012,,,92.05,0.33,91.98,0.33,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 13:36:36
3270,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-002,002,10218,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-8.5,0.5,-8.5,0.5,,in situ,stalagmite,0.3125,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.03331,0.00013,0.179065,0.000014,,3.5,1270,11,,,,,0.07712,0.00057,,,8.580,0.069,8.557,0.070,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,Simon Steidle,2021-09-02 12:55:02
3313,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-014,002,9739,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-11.5,0.5,-11.5,0.5,,in situ,stalagmite,0.005,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.021994,0.000085,0.221974,0.000024,,3.5,19619,98,,,,,0.6331,0.0020,,,113.44,0.88,113.43,0.90,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 14:35:22
3304,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-010,002,9704,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-19.8,0.5,-19.8,0.5,,in situ,flowstone,0.007,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.13356,0.00050,0.800849,0.000048,,3.5,2398,16,,,,,0.13004,0.00072,,,14.971,0.093,14.951,0.093,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 14:19:26
3267,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-001,002,10021,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-8.5,0.5,-8.5,0.5,,in situ,stalagmite,0.163,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.13989,0.00022,0.325322,0.000018,,3.5,545.1,3.9,,,,,0.07629,0.00053,,,9.239,0.070,9.182,0.073,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 12:39:27
3311,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-013,002,9741,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-13.5,0.5,-13.5,0.5,,in situ,stalagmite,0.0155,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.13177,0.00039,0.549279,0.000045,,3.5,6121,27,,,,,0.4760,0.0016,,,70.91,0.40,70.88,0.40,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 14:32:44
3299,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-007,002,9701,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-5.0,0.5,-5.0,0.5,,in situ,stalagmite,0.017,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.006160,0.000077,0.555154,0.000054,,3.5,212403,2744,,,,,0.7680,0.0025,,,166.8,1.9,166.8,1.9,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 14:09:48
3301,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-008,002,9743,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-10.0,0.5,-10.0,0.5,,in situ,stalagmite,0.011,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.22101,0.00052,0.234249,0.000024,,3.5,1514.0,7.8,,,,,0.4649,0.0021,,,64.31,0.49,64.19,0.49,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 14:13:56
3308,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-012,002,10019,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,0.0,0.5,0.0,0.5,,in situ,stalagmite,0.025,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,5.5789,0.0068,0.369988,0.000017,,3.5,195.57,0.38,,,,,0.9615,0.0015,,,446,12,444,12,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 14:27:47
3306,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-011,002,9706,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-5.0,0.5,-5.0,0.5,,in situ,stalagmite,0,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,1.2715,0.0034,0.242957,0.000023,,3.5,328.2,1.8,,,,,0.5600,0.0027,,,106.5,1.5,105.7,1.5,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 14:23:29
3309,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-012,003,9708,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,0.0,0.5,0.0,0.5,,in situ,stalagmite,0.009,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,3.8268,0.0097,0.357421,0.000021,,3.5,275.6,1.2,,,,,0.9603,0.0032,,,406,19,404,18,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 14:29:16
3284,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-004,003,9749,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-17.0,0.5,-17.0,0.5,,in situ,stalagmite,0.003,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.09073,0.00032,0.328991,0.000024,,3.5,8597,41,,,,,0.7730,0.0026,,,172.5,1.8,172.5,1.9,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 13:42:12
3271,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-002,003,10219,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-8.5,0.5,-8.5,0.5,,in situ,stalagmite,0.308,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.09040,0.00014,0.299823,0.000015,,3.5,826.9,3.4,,,,,0.08145,0.00031,,,9.079,0.037,9.042,0.040,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 12:54:31
3287,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-005,003,10030,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-17.7,0.5,-17.7,0.5,,in situ,stalagmite,0.1165,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.05160,0.00012,0.866877,0.000040,,3.5,4678,21,,,,,0.09084,0.00035,,,10.137,0.042,10.129,0.042,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 13:48:01
3268,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-001,003,10022,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-8.5,0.5,-8.5,0.5,,in situ,stalagmite,0.026,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.65525,0.00079,0.371480,0.000023,,3.5,137.93,0.76,,,,,0.07917,0.00043,,,9.643,0.059,9.40,0.11,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 12:42:26
3292,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-006,003,9745,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-10.8,0.5,-10.8,0.5,,in situ,stalagmite,0.041,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.04893,0.00012,2.227187,0.000091,,3.5,86030,278,,,,,0.6162,0.0012,,,95.36,0.31,95.35,0.32,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 13:56:55
3288,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-005,004,10031,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-17.7,0.5,-17.7,0.5,,in situ,stalagmite,0.073,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.06200,0.00015,1.003215,0.000050,,3.5,4792,23,,,,,0.09647,0.00040,,,10.804,0.049,10.796,0.049,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 13:49:49
3293,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-006,004,9746,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-10.8,0.5,-10.8,0.5,,in situ,stalagmite,0.0125,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.8011,0.0018,2.011763,0.000093,,3.5,4718,15,,,,,0.6125,0.0014,,,96.75,0.37,96.70,0.38,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 13:58:53
3272,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-002,004,10024,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-8.5,0.5,-8.5,0.5,,in situ,stalagmite,0.3045,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.22990,0.00033,0.262287,0.000017,,3.5,291.3,2.0,,,,,0.08311,0.00055,,,9.231,0.070,9.124,0.081,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 12:57:45
3273,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-002,005,10220,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-8.5,0.5,-8.5,0.5,,in situ,stalagmite,0.2945,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.15183,0.00023,0.213975,0.000015,,3.5,361.5,2.3,,,,,0.08384,0.00052,,,9.337,0.069,9.250,0.076,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 13:00:46
3289,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-005,005,9549,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-17.7,0.5,-17.7,0.5,,in situ,stalagmite,0.0515,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.06287,0.00026,1.38462,0.00010,,3.5,6983,41,,,,,0.10321,0.00043,,,11.581,0.051,11.576,0.051,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 13:51:39
3294,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-006,005,10217,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-10.8,0.5,-10.8,0.5,,in situ,stalagmite,0.008,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,,,1.178308,0.000075,,3.5,,,,,,,0.6447,0.0012,,,104.26,0.36,104.26,0.37,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 14:00:45
3274,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-002,006,10025,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-8.5,0.5,-8.5,0.5,,in situ,stalagmite,0.2895,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.35361,0.00052,0.171157,0.000020,,3.5,136.2,1.3,,,,,0.09176,0.00088,,,10.08,0.12,9.83,0.15,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 13:17:38
3295,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-006,006,10216,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-10.8,0.5,-10.8,0.5,,in situ,stalagmite,0.0045,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,,,1.270143,0.000062,,3.5,,,,,,,0.6466,0.0011,,,104.82,0.34,104.82,0.34,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 14:02:10
